56481,-105.8805,37.6903,7556,2013-01,0.25,-14.5,22.1,-7
56481,-105.8805,37.6903,7556,2013-02,0.2,3.6,36.4,5.3
56481,-105.8805,37.6903,7556,2013-03,0.34,14.9,50.4,10.4
56481,-105.8805,37.6903,7556,2013-04,0.24,23.8,57.7,14.4
56481,-105.8805,37.6903,7556,2013-05,0.45,32.1,67.3,20.5
56481,-105.8805,37.6903,7556,2013-06,0.05,41.4,81.3,26
56481,-105.8805,37.6903,7556,2013-07,1.46,49,80.6,45.6
56481,-105.8805,37.6903,7556,2013-08,1.23,47.4,79.7,43.7
56481,-105.8805,37.6903,7556,2013-09,2.27,42.6,72.7,39.7
56481,-105.8805,37.6903,7556,2013-10,0.52,24.9,59.2,19.9
56481,-105.8805,37.6903,7556,2013-11,1.45,12.3,44.6,12.7
56481,-105.8805,37.6903,7556,2013-12,0.19,-10.8,22.5,-3.4
56481,-105.8805,37.6903,7556,2014-01,0.03,-8.2,26.5,-1.9
56481,-105.8805,37.6903,7556,2014-02,0.16,9.9,39.7,11.9
56481,-105.8805,37.6903,7556,2014-03,0.49,19.2,51.6,12.4
56481,-105.8805,37.6903,7556,2014-04,0.77,24.9,57.8,16
56481,-105.8805,37.6903,7556,2014-05,0.55,32.9,66,22.8
56481,-105.8805,37.6903,7556,2014-06,0.08,40.6,78.8,27.7
56481,-105.8805,37.6903,7556,2014-07,1.8,48.3,80.5,45.7
56481,-105.8805,37.6903,7556,2014-08,0.83,44.2,76.5,42.3
56481,-105.8805,37.6903,7556,2014-09,0.67,39.7,76.5,37.3
56481,-105.8805,37.6903,7556,2014-10,0.87,28.5,64.2,25
56481,-105.8805,37.6903,7556,2014-11,0.31,13.5,48.9,12.9
56481,-105.8805,37.6903,7556,2014-12,0.22,6.5,38.3,8.9
56481,-105.8805,37.6903,7556,2015-01,0.31,3.9,34,9.2
56481,-105.8805,37.6903,7556,2015-02,0.96,12.1,42.9,14.8
56481,-105.8805,37.6903,7556,2015-03,0.3,21.3,53.7,18
56481,-105.8805,37.6903,7556,2015-04,0.47,24.8,58.6,14.3
56481,-105.8805,37.6903,7556,2015-05,2.22,33.9,62.2,30.8
56481,-105.8805,37.6903,7556,2015-06,0.55,43.4,78.9,38.5
56481,-105.8805,37.6903,7556,2015-07,2.07,47.3,77.8,46.3
56481,-105.8805,37.6903,7556,2015-08,0.69,45.4,80.4,42.2
56481,-105.8805,37.6903,7556,2015-09,0.51,39.1,76.8,34.1
56481,-105.8805,37.6903,7556,2015-10,1.07,31.9,64.9,30.9
56481,-105.8805,37.6903,7556,2015-11,0.23,14.4,48,13.6
56481,-105.8805,37.6903,7556,2015-12,0.27,3.5,36.1,5.7
56481,-105.8805,37.6903,7556,2016-01,0.45,-7.2,28.8,1.3
56481,-105.8805,37.6903,7556,2016-02,0.24,9.8,43.7,11.4
56481,-105.8805,37.6903,7556,2016-03,0.44,15.8,53.3,10.6
56481,-105.8805,37.6903,7556,2016-04,2.03,24.1,55.9,21.5
56481,-105.8805,37.6903,7556,2016-05,0.77,32.6,63.7,26.7
56481,-105.8805,37.6903,7556,2016-06,0.17,43.2,81,36.4
56481,-105.8805,37.6903,7556,2016-07,0.57,46.7,83.1,40.1
56481,-105.8805,37.6903,7556,2016-08,1.7,44.6,75.5,43.2
56481,-105.8805,37.6903,7556,2016-09,0.44,36.1,74.4,32.7
56481,-105.8805,37.6903,7556,2016-10,0.07,25.5,67.1,21
56481,-105.8805,37.6903,7556,2016-11,0.46,15.1,52.7,16.5
56481,-105.8805,37.6903,7556,2016-12,0.69,2.4,33.5,7.7
56481,-105.8805,37.6903,7556,2017-01,1.15,2.3,29,9.2
56481,-105.8805,37.6903,7556,2017-02,0.22,13.5,41.8,15.3
56481,-105.8805,37.6903,7556,2017-03,0.37,20.7,57.8,16.1
56481,-105.8805,37.6903,7556,2017-04,0.9,25,57.6,18.2
56481,-105.8805,37.6903,7556,2017-05,1.08,32.2,66,24.8
56481,-105.8805,37.6903,7556,2017-06,0.32,42.7,80.7,32
56481,-105.8805,37.6903,7556,2017-07,2.09,49,81,45.9
56481,-105.8805,37.6903,7556,2017-08,1.31,43.7,77.2,42.7
56481,-105.8805,37.6903,7556,2017-09,1.62,38.2,73.3,35.1
56481,-105.8805,37.6903,7556,2017-10,0.52,23.9,62.8,19.7
56481,-105.8805,37.6903,7556,2017-11,0.04,19.1,56.4,16.5
