date,balancing_authority_code,Clear,Light,Medium,Heavy
20180630,AVA,1,0,0,0
20180630,AVRN,1,0,0,0
20180630,AZPS,1,0,0,0
20180630,BANC,1,0,0,0
20180630,BPAT,1,0,0,0
20180630,CISO,1,0,0,0
20180630,EPE,1,0,0,0
20180630,ERCO,1,0,0,0
20180630,IID,1,0,0,0
20180630,IPCO,1,0,0,0
20180630,LDWP,1,0,0,0
20180630,NEVP,1,0,0,0
20180630,NWMT,1,0,0,0
20180630,PACE,1,0,0,0
20180630,PACW,1,0,0,0
20180630,PGE,1,0,0,0
20180630,PNM,1,0,0,0
20180630,PSCO,0,1,1,0
20180630,PSEI,1,0,0,0
20180630,SRP,1,0,0,0
20180630,SWPP,1,0,0,0
20180630,TEPC,1,0,0,0
20180630,WACM,0,1,0,0
20180630,WALC,1,0,0,0
20180701,AVA,1,0,0,0
20180701,AVRN,1,0,0,0
20180701,AZPS,1,0,0,0
20180701,BANC,0,1,0,0
20180701,BPAT,1,0,0,0
20180701,CISO,1,0,0,0
20180701,EPE,1,0,0,0
20180701,ERCO,1,0,0,0
20180701,IID,1,0,0,0
20180701,IPCO,1,0,0,0
20180701,LDWP,1,0,0,0
20180701,NEVP,1,0,0,0
20180701,NWMT,1,0,0,0
20180701,PACE,1,0,0,0
20180701,PACW,1,0,0,0
20180701,PGE,1,0,0,0
20180701,PNM,0,1,0,0
20180701,PSCO,0,1,1,1
20180701,PSEI,1,0,0,0
20180701,SRP,1,0,0,0
20180701,SWPP,1,0,0,0
20180701,TEPC,1,0,0,0
20180701,WACM,0,1,1,0
20180701,WALC,1,0,0,0
20180702,AVA,1,0,0,0
20180702,AVRN,1,0,0,0
20180702,AZPS,1,0,0,0
20180702,BANC,0,1,0,0
20180702,BPAT,1,0,0,0
20180702,CISO,1,0,0,0
20180702,EPE,1,0,0,0
20180702,ERCO,1,0,0,0
20180702,IID,1,0,0,0
20180702,IPCO,1,0,0,0
20180702,LDWP,1,0,0,0
20180702,NEVP,1,0,0,0
20180702,NWMT,1,0,0,0
20180702,PACE,1,0,0,0
20180702,PACW,1,0,0,0
20180702,PGE,1,0,0,0
20180702,PNM,1,0,0,0
20180702,PSCO,0,1,1,0
20180702,PSEI,1,0,0,0
20180702,SRP,1,0,0,0
20180702,SWPP,1,0,0,0
20180702,TEPC,1,0,0,0
20180702,WACM,0,1,1,0
20180702,WALC,1,0,0,0
20180703,AVA,1,0,0,0
20180703,AVRN,1,0,0,0
20180703,AZPS,1,0,0,0
20180703,BANC,0,1,0,0
20180703,BPAT,1,0,0,0
20180703,CISO,0,1,0,0
20180703,EPE,1,0,0,0
20180703,ERCO,1,0,0,0
20180703,IID,1,0,0,0
20180703,IPCO,1,0,0,0
20180703,LDWP,1,0,0,0
20180703,NEVP,1,0,0,0
20180703,NWMT,1,0,0,0
20180703,PACE,0,1,0,0
20180703,PACW,1,0,0,0
20180703,PGE,1,0,0,0
20180703,PNM,1,0,0,0
20180703,PSCO,0,1,0,0
20180703,PSEI,1,0,0,0
20180703,SRP,1,0,0,0
20180703,SWPP,1,0,0,0
20180703,TEPC,1,0,0,0
20180703,WACM,0,1,0,0
20180703,WALC,1,0,0,0
20180704,AVA,1,0,0,0
20180704,AVRN,1,0,0,0
20180704,AZPS,1,0,0,0
20180704,BANC,0,1,0,0
20180704,BPAT,0,1,0,0
20180704,CISO,1,0,0,0
20180704,EPE,1,0,0,0
20180704,ERCO,1,0,0,0
20180704,IID,1,0,0,0
20180704,IPCO,0,1,0,0
20180704,LDWP,1,0,0,0
20180704,NEVP,1,0,0,0
20180704,NWMT,1,0,0,0
20180704,PACE,1,0,0,0
20180704,PACW,0,1,0,0
20180704,PGE,1,0,0,0
20180704,PNM,0,1,0,0
20180704,PSCO,0,1,0,0
20180704,PSEI,1,0,0,0
20180704,SRP,1,0,0,0
20180704,SWPP,0,1,0,0
20180704,TEPC,1,0,0,0
20180704,WACM,0,1,0,0
20180704,WALC,1,0,0,0
20180705,AVA,0,1,0,0
20180705,AVRN,0,1,0,0
20180705,AZPS,1,0,0,0
20180705,BANC,0,1,0,0
20180705,BPAT,0,1,0,0
20180705,CISO,1,0,0,0
20180705,EPE,1,0,0,0
20180705,ERCO,1,0,0,0
20180705,IID,1,0,0,0
20180705,IPCO,0,1,1,1
20180705,LDWP,1,0,0,0
20180705,NEVP,1,0,0,0
20180705,NWMT,0,1,0,0
20180705,PACE,1,0,0,0
20180705,PACW,0,1,0,0
20180705,PGE,1,0,0,0
20180705,PNM,1,0,0,0
20180705,PSCO,0,1,0,0
20180705,PSEI,0,1,0,0
20180705,SRP,1,0,0,0
20180705,SWPP,1,0,0,0
20180705,TEPC,1,0,0,0
20180705,WACM,0,1,0,0
20180705,WALC,1,0,0,0
20180706,AVA,0,1,0,0
20180706,AVRN,1,0,0,0
20180706,AZPS,1,0,0,0
20180706,BANC,1,0,0,0
20180706,BPAT,1,0,0,0
20180706,CISO,0,1,0,0
20180706,EPE,1,0,0,0
20180706,ERCO,1,0,0,0
20180706,IID,0,1,0,0
20180706,IPCO,0,1,0,0
20180706,LDWP,0,1,0,0
20180706,NEVP,0,1,0,0
20180706,NWMT,0,1,0,0
20180706,PACE,1,0,0,0
20180706,PACW,1,0,0,0
20180706,PGE,1,0,0,0
20180706,PNM,1,0,0,0
20180706,PSCO,0,1,0,0
20180706,PSEI,0,1,0,0
20180706,SRP,1,0,0,0
20180706,SWPP,1,0,0,0
20180706,TEPC,1,0,0,0
20180706,WACM,0,1,0,0
20180706,WALC,1,0,0,0
20180707,AVA,0,1,0,0
20180707,AVRN,0,1,0,0
20180707,AZPS,1,0,0,0
20180707,BANC,1,0,0,0
20180707,BPAT,0,1,0,0
20180707,CISO,1,0,0,0
20180707,EPE,1,0,0,0
20180707,ERCO,1,0,0,0
20180707,IID,0,1,0,0
20180707,IPCO,0,1,0,0
20180707,LDWP,0,1,0,0
20180707,NEVP,1,0,0,0
20180707,NWMT,0,1,0,0
20180707,PACE,1,0,0,0
20180707,PACW,0,1,0,0
20180707,PGE,1,0,0,0
20180707,PNM,1,0,0,0
20180707,PSCO,1,0,0,0
20180707,PSEI,0,1,0,0
20180707,SRP,1,0,0,0
20180707,SWPP,1,0,0,0
20180707,TEPC,1,0,0,0
20180707,WACM,1,0,0,0
20180707,WALC,1,0,0,0
20180708,AVA,0,1,0,0
20180708,AVRN,0,1,0,0
20180708,AZPS,1,0,0,0
20180708,BANC,1,0,0,0
20180708,BPAT,0,1,0,0
20180708,CISO,1,0,0,0
20180708,EPE,1,0,0,0
20180708,ERCO,1,0,0,0
20180708,IID,1,0,0,0
20180708,IPCO,0,1,0,0
20180708,LDWP,1,0,0,0
20180708,NEVP,1,0,0,0
20180708,NWMT,0,1,0,0
20180708,PACE,1,0,0,0
20180708,PACW,0,1,0,0
20180708,PGE,0,1,0,0
20180708,PNM,1,0,0,0
20180708,PSCO,1,0,0,0
20180708,PSEI,0,1,0,0
20180708,SRP,1,0,0,0
20180708,SWPP,1,0,0,0
20180708,TEPC,1,0,0,0
20180708,WACM,0,1,0,0
20180708,WALC,1,0,0,0
20180709,AVA,0,1,1,0
20180709,AVRN,0,1,1,0
20180709,AZPS,1,0,0,0
20180709,BANC,1,0,0,0
20180709,BPAT,0,1,1,0
20180709,CISO,1,0,0,0
20180709,EPE,1,0,0,0
20180709,ERCO,1,0,0,0
20180709,IID,1,0,0,0
20180709,IPCO,0,1,0,0
20180709,LDWP,1,0,0,0
20180709,NEVP,1,0,0,0
20180709,NWMT,0,1,0,0
20180709,PACE,1,0,0,0
20180709,PACW,0,1,1,0
20180709,PGE,1,0,0,0
20180709,PNM,1,0,0,0
20180709,PSCO,1,0,0,0
20180709,PSEI,0,1,0,0
20180709,SRP,1,0,0,0
20180709,SWPP,1,0,0,0
20180709,TEPC,1,0,0,0
20180709,WACM,0,1,0,0
20180709,WALC,1,0,0,0
20180710,AVA,1,0,0,0
20180710,AVRN,1,0,0,0
20180710,AZPS,1,0,0,0
20180710,BANC,1,0,0,0
20180710,BPAT,1,0,0,0
20180710,CISO,1,0,0,0
20180710,EPE,1,0,0,0
20180710,ERCO,1,0,0,0
20180710,IID,1,0,0,0
20180710,IPCO,1,0,0,0
20180710,LDWP,1,0,0,0
20180710,NEVP,1,0,0,0
20180710,NWMT,1,0,0,0
20180710,PACE,1,0,0,0
20180710,PACW,1,0,0,0
20180710,PGE,1,0,0,0
20180710,PNM,1,0,0,0
20180710,PSCO,1,0,0,0
20180710,PSEI,1,0,0,0
20180710,SRP,1,0,0,0
20180710,SWPP,1,0,0,0
20180710,TEPC,1,0,0,0
20180710,WACM,1,0,0,0
20180710,WALC,1,0,0,0
20180711,AVA,1,0,0,0
20180711,AVRN,1,0,0,0
20180711,AZPS,1,0,0,0
20180711,BANC,1,0,0,0
20180711,BPAT,1,0,0,0
20180711,CISO,1,0,0,0
20180711,EPE,1,0,0,0
20180711,ERCO,1,0,0,0
20180711,IID,1,0,0,0
20180711,IPCO,1,0,0,0
20180711,LDWP,1,0,0,0
20180711,NEVP,1,0,0,0
20180711,NWMT,1,0,0,0
20180711,PACE,1,0,0,0
20180711,PACW,1,0,0,0
20180711,PGE,1,0,0,0
20180711,PNM,1,0,0,0
20180711,PSCO,1,0,0,0
20180711,PSEI,1,0,0,0
20180711,SRP,1,0,0,0
20180711,SWPP,1,0,0,0
20180711,TEPC,1,0,0,0
20180711,WACM,1,0,0,0
20180711,WALC,1,0,0,0
20180712,AVA,1,0,0,0
20180712,AVRN,1,0,0,0
20180712,AZPS,1,0,0,0
20180712,BANC,1,0,0,0
20180712,BPAT,1,0,0,0
20180712,CISO,1,0,0,0
20180712,EPE,1,0,0,0
20180712,ERCO,1,0,0,0
20180712,IID,1,0,0,0
20180712,IPCO,1,0,0,0
20180712,LDWP,1,0,0,0
20180712,NEVP,1,0,0,0
20180712,NWMT,1,0,0,0
20180712,PACE,1,0,0,0
20180712,PACW,1,0,0,0
20180712,PGE,1,0,0,0
20180712,PNM,1,0,0,0
20180712,PSCO,1,0,0,0
20180712,PSEI,1,0,0,0
20180712,SRP,1,0,0,0
20180712,SWPP,1,0,0,0
20180712,TEPC,1,0,0,0
20180712,WACM,1,0,0,0
20180712,WALC,1,0,0,0
20180713,AVA,1,0,0,0
20180713,AVRN,1,0,0,0
20180713,AZPS,1,0,0,0
20180713,BANC,1,0,0,0
20180713,BPAT,1,0,0,0
20180713,CISO,1,0,0,0
20180713,EPE,1,0,0,0
20180713,ERCO,1,0,0,0
20180713,IID,1,0,0,0
20180713,IPCO,1,0,0,0
20180713,LDWP,1,0,0,0
20180713,NEVP,1,0,0,0
20180713,NWMT,1,0,0,0
20180713,PACE,1,0,0,0
20180713,PACW,1,0,0,0
20180713,PGE,1,0,0,0
20180713,PNM,1,0,0,0
20180713,PSCO,1,0,0,0
20180713,PSEI,1,0,0,0
20180713,SRP,1,0,0,0
20180713,SWPP,1,0,0,0
20180713,TEPC,1,0,0,0
20180713,WACM,1,0,0,0
20180713,WALC,1,0,0,0
20180714,AVA,0,1,0,0
20180714,AVRN,1,0,0,0
20180714,AZPS,1,0,0,0
20180714,BANC,1,0,0,0
20180714,BPAT,1,0,0,0
20180714,CISO,1,0,0,0
20180714,EPE,1,0,0,0
20180714,ERCO,1,0,0,0
20180714,IID,1,0,0,0
20180714,IPCO,0,1,0,0
20180714,LDWP,1,0,0,0
20180714,NEVP,1,0,0,0
20180714,NWMT,0,1,0,0
20180714,PACE,1,0,0,0
20180714,PACW,1,0,0,0
20180714,PGE,1,0,0,0
20180714,PNM,1,0,0,0
20180714,PSCO,1,0,0,0
20180714,PSEI,1,0,0,0
20180714,SRP,1,0,0,0
20180714,SWPP,1,0,0,0
20180714,TEPC,1,0,0,0
20180714,WACM,1,0,0,0
20180714,WALC,1,0,0,0
20180715,AVA,1,0,0,0
20180715,AVRN,1,0,0,0
20180715,AZPS,1,0,0,0
20180715,BANC,1,0,0,0
20180715,BPAT,1,0,0,0
20180715,CISO,1,0,0,0
20180715,EPE,1,0,0,0
20180715,ERCO,1,0,0,0
20180715,IID,1,0,0,0
20180715,IPCO,1,0,0,0
20180715,LDWP,0,1,0,0
20180715,NEVP,1,0,0,0
20180715,NWMT,1,0,0,0
20180715,PACE,1,0,0,0
20180715,PACW,1,0,0,0
20180715,PGE,1,0,0,0
20180715,PNM,1,0,0,0
20180715,PSCO,1,0,0,0
20180715,PSEI,1,0,0,0
20180715,SRP,1,0,0,0
20180715,SWPP,1,0,0,0
20180715,TEPC,1,0,0,0
20180715,WACM,1,0,0,0
20180715,WALC,1,0,0,0
20180716,AVA,1,0,0,0
20180716,AVRN,1,0,0,0
20180716,AZPS,1,0,0,0
20180716,BANC,1,0,0,0
20180716,BPAT,0,1,1,0
20180716,CISO,0,1,0,0
20180716,EPE,1,0,0,0
20180716,ERCO,1,0,0,0
20180716,IID,1,0,0,0
20180716,IPCO,1,0,0,0
20180716,LDWP,1,0,0,0
20180716,NEVP,1,0,0,0
20180716,NWMT,1,0,0,0
20180716,PACE,1,0,0,0
20180716,PACW,1,0,0,0
20180716,PGE,1,0,0,0
20180716,PNM,1,0,0,0
20180716,PSCO,1,0,0,0
20180716,PSEI,1,0,0,0
20180716,SRP,1,0,0,0
20180716,SWPP,1,0,0,0
20180716,TEPC,1,0,0,0
20180716,WACM,1,0,0,0
20180716,WALC,1,0,0,0
20180717,AVA,1,0,0,0
20180717,AVRN,0,1,1,0
20180717,AZPS,1,0,0,0
20180717,BANC,0,1,0,0
20180717,BPAT,0,1,0,0
20180717,CISO,0,1,0,1
20180717,EPE,0,1,0,0
20180717,ERCO,0,1,0,0
20180717,IID,0,1,0,0
20180717,IPCO,1,0,0,0
20180717,LDWP,1,0,0,0
20180717,NEVP,1,0,0,0
20180717,NWMT,1,0,0,0
20180717,PACE,1,0,0,0
20180717,PACW,0,1,1,0
20180717,PGE,1,0,0,0
20180717,PNM,0,1,0,0
20180717,PSCO,1,0,0,0
20180717,PSEI,1,0,0,0
20180717,SRP,1,0,0,0
20180717,SWPP,0,1,0,0
20180717,TEPC,1,0,0,0
20180717,WACM,1,0,0,0
20180717,WALC,1,0,0,0
20180718,AVA,1,0,0,0
20180718,AVRN,0,1,1,0
20180718,AZPS,1,0,0,0
20180718,BANC,1,0,0,0
20180718,BPAT,1,0,0,0
20180718,CISO,1,0,0,0
20180718,EPE,1,0,0,0
20180718,ERCO,0,1,0,0
20180718,IID,1,0,0,0
20180718,IPCO,1,0,0,0
20180718,LDWP,1,0,0,0
20180718,NEVP,1,0,0,0
20180718,NWMT,1,0,0,0
20180718,PACE,1,0,0,0
20180718,PACW,0,1,0,0
20180718,PGE,1,0,0,0
20180718,PNM,1,0,0,0
20180718,PSCO,1,0,0,0
20180718,PSEI,1,0,0,0
20180718,SRP,1,0,0,0
20180718,SWPP,1,0,0,0
20180718,TEPC,1,0,0,0
20180718,WACM,1,0,0,0
20180718,WALC,1,0,0,0
20180719,AVA,0,1,1,0
20180719,AVRN,0,1,0,0
20180719,AZPS,1,0,0,0
20180719,BANC,1,0,0,0
20180719,BPAT,1,0,0,0
20180719,CISO,0,1,0,0
20180719,EPE,1,0,0,0
20180719,ERCO,1,0,0,0
20180719,IID,0,1,0,0
20180719,IPCO,0,1,0,0
20180719,LDWP,1,0,0,0
20180719,NEVP,1,0,0,0
20180719,NWMT,1,0,0,0
20180719,PACE,1,0,0,0
20180719,PACW,0,1,0,0
20180719,PGE,1,0,0,0
20180719,PNM,1,0,0,0
20180719,PSCO,1,0,0,0
20180719,PSEI,0,1,0,0
20180719,SRP,1,0,0,0
20180719,SWPP,1,0,0,0
20180719,TEPC,1,0,0,0
20180719,WACM,1,0,0,0
20180719,WALC,1,0,0,0
20180720,AVA,0,1,0,0
20180720,AVRN,1,0,0,0
20180720,AZPS,1,0,0,0
20180720,BANC,0,1,0,0
20180720,BPAT,1,0,0,0
20180720,CISO,1,0,0,0
20180720,EPE,1,0,0,0
20180720,ERCO,0,1,0,0
20180720,IID,1,0,0,0
20180720,IPCO,1,0,0,0
20180720,LDWP,1,0,0,0
20180720,NEVP,1,0,0,0
20180720,NWMT,1,0,0,0
20180720,PACE,1,0,0,0
20180720,PACW,0,1,0,0
20180720,PGE,1,0,0,0
20180720,PNM,1,0,0,0
20180720,PSCO,1,0,0,0
20180720,PSEI,0,1,0,0
20180720,SRP,1,0,0,0
20180720,SWPP,0,1,0,0
20180720,TEPC,1,0,0,0
20180720,WACM,1,0,0,0
20180720,WALC,1,0,0,0
20180721,AVA,0,1,0,0
20180721,AVRN,1,0,0,0
20180721,AZPS,1,0,0,0
20180721,BANC,0,1,0,0
20180721,BPAT,1,0,0,0
20180721,CISO,1,0,0,0
20180721,EPE,1,0,0,0
20180721,ERCO,1,0,0,0
20180721,IID,1,0,0,0
20180721,IPCO,0,1,0,0
20180721,LDWP,1,0,0,0
20180721,NEVP,1,0,0,0
20180721,NWMT,0,1,0,0
20180721,PACE,1,0,0,0
20180721,PACW,0,1,1,1
20180721,PGE,1,0,0,0
20180721,PNM,1,0,0,0
20180721,PSCO,0,1,0,0
20180721,PSEI,1,0,0,0
20180721,SRP,1,0,0,0
20180721,SWPP,1,0,0,0
20180721,TEPC,1,0,0,0
20180721,WACM,0,1,0,0
20180721,WALC,1,0,0,0
20180722,AVA,1,0,0,0
20180722,AVRN,0,1,1,0
20180722,AZPS,1,0,0,0
20180722,BANC,0,1,0,0
20180722,BPAT,0,1,0,0
20180722,CISO,1,0,0,0
20180722,EPE,1,0,0,0
20180722,ERCO,1,0,0,0
20180722,IID,1,0,0,0
20180722,IPCO,0,1,0,0
20180722,LDWP,1,0,0,0
20180722,NEVP,1,0,0,0
20180722,NWMT,1,0,0,0
20180722,PACE,1,0,0,0
20180722,PACW,0,1,1,0
20180722,PGE,1,0,0,0
20180722,PNM,1,0,0,0
20180722,PSCO,0,1,0,0
20180722,PSEI,1,0,0,0
20180722,SRP,1,0,0,0
20180722,SWPP,1,0,0,0
20180722,TEPC,1,0,0,0
20180722,WACM,0,1,0,0
20180722,WALC,1,0,0,0
20180723,AVA,0,1,0,0
20180723,AVRN,0,1,0,0
20180723,AZPS,1,0,0,0
20180723,BANC,1,0,0,0
20180723,BPAT,0,1,1,1
20180723,CISO,1,0,0,0
20180723,EPE,1,0,0,0
20180723,ERCO,1,0,0,0
20180723,IID,1,0,0,0
20180723,IPCO,0,1,0,0
20180723,LDWP,1,0,0,0
20180723,NEVP,1,0,0,0
20180723,NWMT,1,0,0,0
20180723,PACE,1,0,0,0
20180723,PACW,0,1,1,1
20180723,PGE,1,0,0,0
20180723,PNM,1,0,0,0
20180723,PSCO,1,0,0,0
20180723,PSEI,0,1,0,0
20180723,SRP,1,0,0,0
20180723,SWPP,1,0,0,0
20180723,TEPC,1,0,0,0
20180723,WACM,0,1,0,0
20180723,WALC,1,0,0,0
20180724,AVA,0,1,0,0
20180724,AVRN,0,1,0,0
20180724,AZPS,1,0,0,0
20180724,BANC,0,1,0,0
20180724,BPAT,0,1,1,1
20180724,CISO,0,1,0,1
20180724,EPE,0,1,0,0
20180724,ERCO,0,1,0,0
20180724,IID,1,0,0,0
20180724,IPCO,0,1,1,0
20180724,LDWP,1,0,0,0
20180724,NEVP,1,0,0,0
20180724,NWMT,0,1,0,0
20180724,PACE,1,0,0,0
20180724,PACW,0,1,1,1
20180724,PGE,0,1,0,0
20180724,PNM,0,1,0,0
20180724,PSCO,0,1,0,0
20180724,PSEI,0,1,0,0
20180724,SRP,1,0,0,0
20180724,SWPP,0,1,0,0
20180724,TEPC,1,0,0,0
20180724,WACM,1,0,0,0
20180724,WALC,1,0,0,0
20180725,AVA,0,1,1,0
20180725,AVRN,0,1,1,0
20180725,AZPS,1,0,0,0
20180725,BANC,0,1,1,0
20180725,BPAT,0,1,1,0
20180725,CISO,0,1,1,0
20180725,EPE,1,0,0,0
20180725,ERCO,0,1,0,0
20180725,IID,1,0,0,0
20180725,IPCO,0,1,1,0
20180725,LDWP,0,1,0,0
20180725,NEVP,0,1,1,0
20180725,NWMT,0,1,1,0
20180725,PACE,0,1,1,0
20180725,PACW,0,1,1,1
20180725,PGE,0,1,1,0
20180725,PNM,1,0,0,0
20180725,PSCO,0,1,0,0
20180725,PSEI,0,1,1,0
20180725,SRP,1,0,0,0
20180725,SWPP,1,0,0,0
20180725,TEPC,1,0,0,0
20180725,WACM,0,1,0,0
20180725,WALC,1,0,0,0
20180726,AVA,0,1,0,0
20180726,AVRN,0,1,1,0
20180726,AZPS,1,0,0,0
20180726,BANC,0,1,1,1
20180726,BPAT,0,1,0,0
20180726,CISO,0,1,1,1
20180726,EPE,1,0,0,0
20180726,ERCO,1,0,0,0
20180726,IID,1,0,0,0
20180726,IPCO,0,1,0,0
20180726,LDWP,0,1,1,0
20180726,NEVP,0,1,0,0
20180726,NWMT,0,1,0,0
20180726,PACE,0,1,0,0
20180726,PACW,0,1,1,1
20180726,PGE,0,1,0,0
20180726,PNM,1,0,0,0
20180726,PSCO,1,0,0,0
20180726,PSEI,0,1,0,0
20180726,SRP,1,0,0,0
20180726,SWPP,1,0,0,0
20180726,TEPC,1,0,0,0
20180726,WACM,1,0,0,0
20180726,WALC,0,1,0,0
20180728,AVA,0,1,0,0
20180728,AVRN,0,1,1,0
20180728,AZPS,1,0,0,0
20180728,BANC,0,1,1,1
20180728,BPAT,0,1,0,0
20180728,CISO,0,1,1,1
20180728,EPE,1,0,0,0
20180728,ERCO,1,0,0,0
20180728,IID,1,0,0,0
20180728,IPCO,0,1,1,0
20180728,LDWP,0,1,1,0
20180728,NEVP,0,1,0,0
20180728,NWMT,0,1,0,0
20180728,PACE,0,1,0,0
20180728,PACW,0,1,1,1
20180728,PGE,0,1,0,0
20180728,PNM,1,0,0,0
20180728,PSCO,0,1,0,0
20180728,PSEI,0,1,0,0
20180728,SRP,1,0,0,0
20180728,SWPP,0,1,0,0
20180728,TEPC,1,0,0,0
20180728,WACM,0,1,0,0
20180728,WALC,0,1,0,0
20180729,AVA,0,1,0,0
20180729,AVRN,1,0,0,0
20180729,AZPS,1,0,0,0
20180729,BANC,0,0,1,1
20180729,BPAT,0,0,1,0
20180729,CISO,1,0,0,0
20180729,EPE,1,0,0,0
20180729,ERCO,1,0,0,0
20180729,IID,1,0,0,0
20180729,IPCO,0,1,1,0
20180729,LDWP,1,0,0,0
20180729,NEVP,0,0,1,0
20180729,NWMT,1,0,0,0
20180729,PACE,0,0,1,0
20180729,PACW,0,0,1,1
20180729,PGE,1,0,0,0
20180729,PNM,1,0,0,0
20180729,PSCO,0,0,1,0
20180729,PSEI,1,0,0,0
20180729,SRP,1,0,0,0
20180729,SWPP,1,0,0,0
20180729,TEPC,1,0,0,0
20180729,WACM,0,0,1,0
20180729,WALC,1,0,0,0
20180730,AVA,0,1,1,1
20180730,AVRN,0,1,1,1
20180730,AZPS,1,0,0,0
20180730,BANC,0,1,1,1
20180730,BPAT,0,1,1,1
20180730,CISO,0,1,1,1
20180730,EPE,0,1,0,0
20180730,ERCO,0,1,0,0
20180730,IID,1,0,0,0
20180730,IPCO,0,1,1,1
20180730,LDWP,0,1,0,0
20180730,NEVP,1,0,0,0
20180730,NWMT,0,1,0,0
20180730,PACE,0,1,0,0
20180730,PACW,0,1,1,1
20180730,PGE,0,1,1,0
20180730,PNM,0,1,0,0
20180730,PSCO,0,1,1,0
20180730,PSEI,0,1,1,1
20180730,SRP,1,0,0,0
20180730,SWPP,0,1,0,0
20180730,TEPC,1,0,0,0
20180730,WACM,0,1,0,0
20180730,WALC,1,0,0,0
20180731,AVA,0,1,1,0
20180731,AVRN,0,1,1,0
20180731,AZPS,1,0,0,0
20180731,BANC,0,1,1,0
20180731,BPAT,0,1,1,0
20180731,CISO,0,0,1,0
20180731,EPE,1,0,0,0
20180731,ERCO,1,0,0,0
20180731,IID,1,0,0,0
20180731,IPCO,0,1,1,0
20180731,LDWP,1,0,0,0
20180731,NEVP,0,1,1,0
20180731,NWMT,0,0,1,0
20180731,PACE,0,1,1,0
20180731,PACW,0,1,1,0
20180731,PGE,1,0,0,0
20180731,PNM,1,0,0,0
20180731,PSCO,1,0,0,0
20180731,PSEI,0,1,1,0
20180731,SRP,1,0,0,0
20180731,SWPP,1,0,0,0
20180731,TEPC,1,0,0,0
20180731,WACM,1,0,0,0
20180731,WALC,1,0,0,0
20180801,AVA,1,0,0,0
20180801,AVRN,0,0,0,1
20180801,AZPS,1,0,0,0
20180801,BANC,0,0,1,0
20180801,BPAT,0,0,1,0
20180801,CISO,1,0,0,0
20180801,EPE,0,0,1,0
20180801,ERCO,1,0,0,0
20180801,IID,1,0,0,0
20180801,IPCO,0,0,1,0
20180801,LDWP,1,0,0,0
20180801,NEVP,1,0,0,0
20180801,NWMT,0,1,1,0
20180801,PACE,0,0,1,0
20180801,PACW,0,0,1,0
20180801,PGE,1,0,0,0
20180801,PNM,0,0,1,0
20180801,PSCO,0,0,1,0
20180801,PSEI,1,0,0,0
20180801,SRP,1,0,0,0
20180801,SWPP,0,0,1,0
20180801,TEPC,1,0,0,0
20180801,WACM,0,0,1,0
20180801,WALC,1,0,0,0
20180802,AVA,0,1,1,0
20180802,AVRN,0,1,1,1
20180802,AZPS,0,1,0,0
20180802,BANC,0,1,0,0
20180802,BPAT,1,0,0,0
20180802,CISO,0,1,0,0
20180802,EPE,0,1,0,0
20180802,ERCO,0,1,0,0
20180802,IID,0,1,0,0
20180802,IPCO,0,1,1,1
20180802,LDWP,0,1,0,0
20180802,NEVP,1,0,0,0
20180802,NWMT,0,1,1,0
20180802,PACE,0,1,0,0
20180802,PACW,0,1,1,1
20180802,PGE,1,0,0,0
20180802,PNM,0,1,0,0
20180802,PSCO,0,1,0,0
20180802,PSEI,0,1,0,0
20180802,SRP,0,1,0,0
20180802,SWPP,0,1,0,0
20180802,TEPC,0,1,0,0
20180802,WACM,0,1,0,0
20180802,WALC,0,1,0,0
20180803,AVA,0,1,1,0
20180803,AVRN,0,1,0,0
20180803,AZPS,1,0,0,0
20180803,BANC,0,1,1,1
20180803,BPAT,1,0,0,0
20180803,CISO,1,0,0,0
20180803,EPE,1,0,0,0
20180803,ERCO,0,1,0,0
20180803,IID,1,0,0,0
20180803,IPCO,0,1,0,0
20180803,LDWP,1,0,0,0
20180803,NEVP,0,1,0,0
20180803,NWMT,0,1,1,0
20180803,PACE,0,1,0,0
20180803,PACW,0,1,1,0
20180803,PGE,1,0,0,0
20180803,PNM,1,0,0,0
20180803,PSCO,0,1,1,0
20180803,PSEI,0,1,1,0
20180803,SRP,1,0,0,0
20180803,SWPP,1,0,0,0
20180803,TEPC,1,0,0,0
20180803,WACM,0,1,1,0
20180803,WALC,1,0,0,0
20180804,AVA,0,1,1,0
20180804,AVRN,0,1,1,0
20180804,AZPS,1,0,0,0
20180804,BANC,0,1,0,1
20180804,BPAT,0,1,0,0
20180804,CISO,0,1,1,1
20180804,EPE,1,0,0,0
20180804,ERCO,0,1,0,0
20180804,IID,1,0,0,0
20180804,IPCO,0,1,1,0
20180804,LDWP,0,1,1,0
20180804,NEVP,0,1,0,0
20180804,NWMT,0,1,1,0
20180804,PACE,0,1,0,0
20180804,PACW,0,1,1,0
20180804,PGE,1,0,0,0
20180804,PNM,1,0,0,0
20180804,PSCO,0,1,0,0
20180804,PSEI,0,1,1,0
20180804,SRP,1,0,0,0
20180804,SWPP,0,1,0,0
20180804,TEPC,1,0,0,0
20180804,WACM,0,1,0,0
20180804,WALC,1,0,0,0
20180805,AVA,0,1,1,1
20180805,AVRN,0,1,1,0
20180805,AZPS,1,0,0,0
20180805,BANC,0,1,1,1
20180805,BPAT,0,1,1,0
20180805,CISO,1,0,0,0
20180805,EPE,1,0,0,0
20180805,ERCO,1,0,0,0
20180805,IID,1,0,0,0
